articleID,wordID,Count
7,29,9
7,32,20
7,41,7
7,43,1
7,47,4
7,48,2
7,50,4
7,51,7
7,59,29
7,65,1
7,66,1
7,71,2
7,80,6
7,82,1
7,98,1
7,99,2
7,103,2
7,113,1
7,115,2
7,116,4
7,121,2
7,130,1
7,138,2
7,141,3
7,143,5
7,157,1
7,159,3
7,231,1
7,232,18
7,234,5
7,238,1
7,244,1
7,250,3
7,276,1
7,296,1
7,297,1
7,304,1
7,306,3
7,309,2
7,313,2
7,339,1
7,387,6
7,390,1
7,437,1
7,438,1
7,455,1
7,457,5
7,464,2
7,465,2
7,466,1
7,468,2
7,472,2
7,473,11
7,475,1
7,476,3
7,482,2
7,485,3
7,523,2
7,528,9
7,543,3
7,591,1
7,592,2
7,637,2
7,642,13
7,643,1
7,645,6
7,651,1
7,662,1
7,667,1
7,696,3
7,704,1
7,711,1
7,721,14
7,727,1
7,748,1
7,760,3
7,769,2
7,777,2
7,788,1
7,791,2
7,822,1
7,823,1
7,827,1
7,840,1
7,849,1
7,862,2
7,876,2
7,885,1
7,904,1
7,911,1
7,917,1
7,920,1
7,921,5
7,946,1
7,968,4
7,985,1
7,987,1
7,992,4
7,1002,3
7,1014,1
7,1016,2
7,1017,2
7,1019,1
7,1028,2
7,1029,3
7,1035,1
7,1037,2
7,1065,2
7,1070,1
7,1088,1
7,1098,1
7,1099,1
7,1100,1
7,1131,1
7,1132,1
7,1156,1
7,1190,1
7,1244,1
7,1252,1
7,1278,1
7,1279,1
7,1283,1
7,1296,2
7,1318,1
7,1319,1
7,1327,1
7,1333,1
7,1344,1
7,1359,1
7,1390,1
7,1409,3
7,1420,1
7,1459,1
7,1469,1
7,1510,1
7,1536,1
7,1537,1
7,1542,2
7,1545,1
7,1625,6
7,1629,1
7,1652,2
7,1677,1
7,1697,4
7,1702,2
7,1721,1
7,1757,2
7,1812,1
7,1852,2
7,1857,1
7,1880,1
7,1889,1
7,1890,1
7,2011,1
7,2027,1
7,2028,1
7,2038,1
7,2064,2
7,2204,1
7,2212,1
7,2228,1
7,2231,4
7,2278,1
7,2360,1
7,2361,1
7,2386,1
7,2389,1
7,2445,1
7,2491,1
7,2561,1
7,2614,1
7,2618,1
7,2647,2
7,2720,4
7,2746,1
7,2757,1
7,2758,1
7,2829,1
7,2845,1
7,2853,1
7,2864,1
7,2881,1
7,2910,1
7,2986,1
7,3164,1
7,3284,1
7,3317,1
7,3319,1
7,3465,1
7,3469,1
7,3476,1
7,3491,1
7,3500,1
7,3532,1
7,3668,1
7,3838,1
7,3846,1
7,4032,2
7,4038,1
7,4085,2
7,4127,1
7,4393,3
7,4396,1
7,4473,1
7,4537,1
7,4570,3
7,4616,1
7,4634,3
7,4783,1
7,4788,2
7,4789,2
7,4790,2
7,4791,1
7,5071,1
7,5525,1
7,5842,1
7,5940,1
7,5973,1
7,6217,1
7,6644,1
7,6701,1
7,6710,1
7,6764,3
7,6765,2
7,6782,1
7,6783,1
7,6784,1
7,6889,1
7,7145,1
7,7153,1
7,7179,1
7,7180,1
7,7181,1
7,7182,1
7,7183,1
7,7184,1
7,7386,2
7,7526,1
7,7816,2
7,7863,1
7,7969,4
7,7970,5
7,7975,1
7,8205,1
7,8327,1
7,8365,1
7,8997,1
7,9251,1
7,9607,1
7,9814,1
7,11208,1
7,11957,1
7,11958,1
7,13626,1
7,13873,1
7,17372,1
7,17559,1
7,18586,1
7,28652,1
7,28964,1
7,29408,1
7,30624,1
7,34055,1
7,43725,1
7,45959,4
7,50416,1
7,53985,2
7,53986,1
7,53987,1
7,53988,1
7,53989,1
7,53990,2
7,53991,1
8,11,5
8,22,2
8,29,2
8,32,4
8,43,2
8,51,1
8,79,2
8,80,2
8,83,1
8,98,2
8,99,2
8,103,1
8,136,2
8,138,1
8,141,1
8,143,3
8,234,1
8,241,1
8,244,1
8,246,2
8,313,1
8,315,1
8,465,1
8,473,3
8,476,3
8,491,1
8,691,2
8,721,2
8,765,1
8,769,1
8,774,1
8,777,2
8,823,1
8,842,1
8,849,1
8,876,1
8,904,1
8,911,1
8,927,1
8,968,1
8,1022,1
8,1027,1
8,1029,1
8,1129,2
8,1348,1
8,1496,1
8,1594,1
8,1785,2
8,1786,2
8,1820,1
8,1916,1
8,1925,1
8,1982,2
8,2086,1
8,2276,1
8,2277,1
8,2290,1
8,2473,1
8,2832,3
8,2974,2
8,3398,1
8,3637,2
8,3931,2
8,4186,1
8,4272,2
8,5359,1
8,6183,1
8,6646,1
8,6647,1
8,6648,2
8,6865,1
8,7104,1
8,7655,1
8,8147,1
8,8765,1
8,8945,1
8,9757,1
8,9758,1
8,10943,1
8,11656,1
8,12587,1
8,14361,1
8,17561,1
8,17844,1
8,19009,1
8,21629,1
8,27881,1
8,30330,1
8,31290,1
8,53992,1
8,53993,1
8,53994,1
8,53995,1
9,11,3
9,22,2
9,26,1
9,28,3
9,29,1
9,32,5
9,41,3
9,47,1
9,50,1
9,59,7
9,70,1
9,71,1
9,80,1
9,121,4
9,130,1
9,143,2
9,290,1
9,296,1
9,334,1
9,367,1
9,387,2
9,418,3
9,472,1
9,473,1
9,476,4
9,510,1
9,514,1
9,530,1
9,592,1
9,629,1
9,667,2
9,675,1
9,683,1
9,721,2
9,737,1
9,774,1
9,791,1
9,812,3
9,822,1
9,837,2
9,839,1
9,876,2
9,915,2
9,929,1
9,932,2
9,966,1
9,987,1
9,994,1
9,995,1
9,1014,1
9,1017,2
9,1027,1
9,1100,1
9,1318,1
9,1330,1
9,1344,2
9,1543,1
9,1741,1
9,1742,1
9,1766,1
9,1818,1
9,1822,1
9,1825,1
9,1854,1
9,1869,1
9,1906,1
9,1946,1
9,2371,1
9,2712,2
9,2911,1
9,2982,1
9,3060,1
9,3386,1
9,3984,1
9,4218,1
9,4263,1
9,4314,1
9,4823,1
9,5148,1
9,5687,1
9,6899,1
9,7290,1
9,7322,2
9,7323,1
9,7324,1
9,7325,1
9,7326,1
9,7327,1
9,7328,1
9,7329,1
9,9429,1
9,9648,1
9,9649,1
9,17770,1
9,22865,1
9,40879,1
10,11,7
10,15,1
10,22,6
10,24,1
10,26,5
10,28,11
10,29,6
10,30,1
10,32,17
10,36,1
10,41,6
10,43,1
10,47,6
10,48,5
10,50,6
10,59,10
10,71,4
10,80,7
10,82,1
10,100,2
10,103,2
10,110,1
10,121,1
10,130,1
10,138,3
10,142,4
10,143,7
10,159,3
10,172,1
10,232,12
10,234,3
10,250,2
10,278,1
10,294,6
10,300,4
10,305,1
10,306,2
10,310,1
10,313,2
10,319,1
10,334,1
10,364,1
10,387,3
10,390,1
10,392,2
10,396,5
10,418,2
10,427,4
10,457,1
10,468,1
10,472,2
10,473,1
10,476,8
10,480,1
10,510,1
10,514,1
10,528,1
10,535,1
10,579,1
10,583,2
10,597,2
10,612,1
10,643,3
10,662,1
10,667,1
10,683,9
10,693,1
10,715,1
10,721,9
10,737,6
10,744,4
10,745,1
10,747,3
10,748,1
10,767,1
10,774,5
10,777,1
10,781,3
10,791,1
10,792,1
10,812,8
10,839,1
10,845,1
10,849,2
10,862,2
10,876,7
10,886,1
10,901,2
10,904,1
10,908,1
10,909,1
10,915,4
10,921,4
10,924,1
10,927,3
10,929,1
10,932,1
10,958,1
10,968,2
10,969,1
10,970,3
10,971,2
10,992,2
10,994,3
10,1002,1
10,1024,1
10,1027,3
10,1029,2
10,1037,1
10,1043,1
10,1052,1
10,1064,3
10,1065,2
10,1100,1
10,1103,1
10,1104,2
10,1129,1
10,1200,1
10,1234,3
10,1279,2
10,1283,1
10,1301,1
10,1303,1
10,1330,1
10,1342,3
10,1344,2
10,1349,1
10,1352,1
10,1363,1
10,1367,1
10,1379,1
10,1391,1
10,1397,1
10,1409,1
10,1471,1
10,1528,3
10,1557,1
10,1570,1
10,1650,1
10,1658,1
10,1662,3
10,1712,1
10,1725,1
10,1727,1
10,1734,1
10,1738,1
10,1766,3
10,1767,1
10,1776,1
10,1783,1
10,1811,1
10,1822,1
10,1825,1
10,1838,1
10,1884,2
10,1900,2
10,1946,1
10,2021,2
10,2044,1
10,2061,1
10,2130,2
10,2144,2
10,2171,1
10,2259,1
10,2371,1
10,2464,1
10,2468,1
10,2469,1
10,2483,1
10,2852,1
10,2865,1
10,2888,1
10,2953,1
10,2964,1
10,2982,1
10,3060,1
10,3063,1
10,3163,2
10,3182,1
10,3386,1
10,3411,1
10,3458,1
10,3544,2
10,3587,3
10,3632,1
10,3692,1
10,3693,1
10,4214,1
10,4218,1
10,4263,1
10,4314,1
10,4593,1
10,4673,1
10,4769,1
10,4775,2
10,4776,2
10,4777,3
10,4778,3
10,4779,1
10,4780,1
10,4781,1
10,4782,1
10,4783,1
10,4784,1
10,4785,1
10,4786,1
10,5148,1
10,5687,1
10,6191,1
10,6899,1
10,7290,1
10,7322,4
10,7323,1
10,7324,1
10,7325,1
10,7326,1
10,7327,2
10,7328,2
10,7329,2
10,7767,1
10,8184,2
10,9429,2
10,9691,1
10,14448,1
10,15816,1
10,15936,1
10,16328,1
10,21200,1
10,27444,2
10,38204,1
10,40879,1
10,53996,1
11,5,1
11,8,1
11,11,28
11,15,3
11,22,14
11,24,2
11,26,3
11,28,41
11,29,12
11,30,2
11,32,31
11,41,12
11,43,2
11,44,1
11,47,3
11,48,3
11,50,6
11,51,11
11,54,1
11,59,15
11,66,9
11,70,1
11,71,5
11,79,4
11,80,9
11,91,1
11,94,6
11,98,3
11,99,3
11,100,2
11,101,9
11,103,2
11,116,2
11,121,9
11,130,2
11,138,5
11,141,3
11,143,6
11,157,2
11,159,4
11,172,1
11,232,18
11,234,2
11,238,1
11,242,1
11,244,1
11,250,8
11,251,1
11,263,1
11,272,1
11,276,1
11,281,1
11,296,4
11,303,1
11,305,2
11,306,1
11,313,2
11,315,1
11,328,1
11,339,3
11,354,1
11,367,1
11,377,1
11,383,1
11,387,7
11,390,1
11,396,1
11,399,2
11,415,1
11,427,1
11,438,2
11,448,1
11,457,1
11,465,3
11,466,3
11,468,1
11,469,1
11,473,6
11,474,1
11,475,2
11,476,5
11,478,3
11,480,2
11,481,1
11,482,1
11,491,1
11,497,1
11,513,1
11,526,2
11,538,1
11,549,1
11,550,1
11,557,1
11,571,1
11,573,3
11,583,2
11,588,2
11,594,1
11,596,1
11,616,2
11,622,3
11,629,7
11,643,4
11,662,4
11,683,2
11,691,1
11,704,1
11,707,3
11,721,1
11,736,1
11,743,2
11,747,1
11,769,1
11,777,1
11,781,2
11,791,2
11,793,1
11,794,1
11,795,1
11,812,4
11,813,1
11,822,2
11,826,1
11,831,1
11,833,1
11,846,1
11,849,1
11,853,2
11,862,6
11,876,2
11,885,4
11,887,4
11,901,2
11,904,1
11,907,1
11,911,1
11,915,1
11,920,2
11,921,7
11,927,1
11,934,1
11,971,1
11,972,1
11,979,1
11,991,1
11,992,1
11,993,2
11,994,6
11,1002,1
11,1016,1
11,1017,1
11,1022,2
11,1026,1
11,1028,1
11,1037,1
11,1039,2
11,1041,1
11,1050,1
11,1051,2
11,1055,1
11,1064,1
11,1076,1
11,1078,3
11,1081,2
11,1082,1
11,1088,1
11,1090,1
11,1101,5
11,1104,3
11,1117,1
11,1131,1
11,1154,1
11,1156,1
11,1161,1
11,1171,5
11,1195,1
11,1201,3
11,1203,1
11,1205,1
11,1232,1
11,1244,2
11,1318,4
11,1324,1
11,1328,1
11,1344,1
11,1357,1
11,1359,2
11,1365,1
11,1371,1
11,1375,1
11,1409,2
11,1410,1
11,1415,1
11,1445,1
11,1462,2
11,1492,2
11,1540,3
11,1544,2
11,1551,1
11,1556,1
11,1571,1
11,1575,1
11,1579,1
11,1594,1
11,1637,1
11,1656,1
11,1676,3
11,1691,1
11,1704,1
11,1727,2
11,1734,1
11,1739,1
11,1754,2
11,1756,1
11,1764,1
11,1771,1
11,1795,1
11,1862,1
11,1869,1
11,1873,4
11,1874,2
11,1882,1
11,1906,1
11,2044,1
11,2060,1
11,2069,1
11,2087,2
11,2120,1
11,2135,1
11,2150,1
11,2181,1
11,2213,1
11,2221,2
11,2260,1
